ImageId,Label
319,8
320,4
321,1
322,2
323,3
324,5
325,7
326,5
327,2
328,3
329,2
330,1
331,0
332,5
333,2
334,3
335,6
336,3
337,5
338,8
339,1
340,4
341,4
342,3
343,1
344,1
345,0
346,8
347,2
348,2
349,3
350,2
351,0
352,5
353,3
354,6
355,2
356,7
357,7
358,3
359,7
360,7
361,0
362,2
363,0
364,1
365,9
366,9
367,9
368,0
369,4
370,3
371,6
372,4
373,0
374,7
375,8
376,9
377,5
378,7
379,7
380,4
381,2
382,8
383,4
384,4
385,4
386,2
387,2
388,2
389,1
390,7
391,5
392,5
393,2
394,4
395,5
396,3
397,1
398,2
399,7
400,8
401,4
402,6
403,7
404,8
405,6
406,7
407,9
408,4
409,0
410,3
411,9
412,8
413,2
414,6
415,9
416,7
417,5
418,7
419,1
420,2
421,8
422,8
423,8
424,5
425,3
426,3
427,2
428,7
429,7
430,9
431,1
432,2
433,6
434,0
435,4
436,5
437,6
438,6
439,1
440,0
441,5
442,1
443,9
444,9
445,8
446,3
447,2
448,4
449,9
450,1
451,9
452,8
453,5
454,7
455,6
456,7
457,4
458,9
459,8
460,8
461,4
462,7
463,3
464,0
465,3
466,4
467,0
468,7
469,9
470,4
471,1
472,4
473,9
474,5
475,3
476,2
477,3
478,9
479,4
480,0
481,9
482,9
483,9
484,3
485,2
486,2
487,3
488,4
489,5
490,1
491,3
492,6
493,6
494,0
495,5
496,4
497,4
498,8
499,2
500,1
501,9
502,7
503,3
504,6
505,3
506,2
507,4
508,6
509,5
510,3
511,2
512,7
513,7
514,1
515,4
516,9
517,5
518,3
519,5
520,6
521,0
522,8
523,4
524,8
525,3
526,2
527,2
528,7
529,4
530,2
531,1
532,9
533,9
534,8
535,4
536,1
537,8
538,9
539,4
540,9
541,9
542,8
543,4
544,5
545,2
546,7
547,9
548,9
549,4
550,8
551,2
552,3
553,5
554,7
555,5
556,9
557,9
558,1
559,3
560,6
561,0
562,6
563,1
564,2
565,2
566,3
567,7
568,5
569,4
570,1
571,6
572,8
573,9
574,9
575,7
576,4
577,6
578,1
579,9
580,5
581,4
582,2
583,4
584,9
585,8
586,3
587,8
588,2
589,5
590,1
591,7
592,6
593,1
594,5
595,8
596,3
597,7
598,8
599,8
600,8
601,3
602,3
603,9
604,7
605,4
606,6
607,9
608,9
609,9
610,7
611,5
612,5
613,0
614,5
615,1
616,3
617,7
618,0
619,6
620,6
621,4
622,1
623,8
624,1
625,4
626,1
627,6
628,3
629,7
630,8
631,4
632,8
633,2
634,5
635,9
636,8
637,8
638,9
639,8
640,5
641,5
642,1
643,1
644,2
645,7
646,3
647,4
648,0
649,5
650,4
651,4
652,6
653,7
654,8
655,4
656,1
657,0
658,6
659,1
660,3
661,4
662,7
663,7
664,9
665,1
666,9
667,5
668,9
669,1
670,1
671,4
672,7
673,9
674,9
675,1
676,3
677,4
678,0
679,4
680,2
681,6
682,8
683,6
684,3
685,2
686,6
687,1
688,6
689,1
690,2
691,2
692,9
693,9
694,6
695,3
696,7
697,9
698,6
699,0
700,7
701,6
702,9
703,6
704,5
705,4
706,1
707,5
708,3
709,9
710,9
711,1
712,8
713,9
714,6
715,1
716,8
717,4
718,6
719,6
720,4
721,6
722,1
723,3
724,6
725,4
726,9
727,9
728,1
729,1
730,8
731,9
732,3
733,9
734,5
735,5
736,1
737,8
738,8
739,8
740,6
741,8
742,1
743,0
744,5
745,3
746,0
747,4
748,1
749,3
750,7
751,0
752,3
753,3
754,1
755,4
756,6
757,9
758,0
759,2
760,3
761,1
762,3
763,3
764,4
765,2
766,2
767,8
768,8
769,1
770,0
771,8
772,8
773,7
774,8
775,0
776,6
777,1
778,0
779,5
780,1
781,5
782,3
783,4
784,2
785,2
786,3
787,7
788,5
789,2
790,5
791,9
792,0
793,1
794,3
795,1
796,9
797,0
798,6
799,9
800,4
801,3
802,7
803,6
804,4
805,1
806,3
807,9
808,2
809,5
810,0
811,4
812,0
813,9
814,7
815,7
816,9
817,3
818,6
819,8
820,6
821,9
822,5
823,5
824,9
825,2
826,5
827,5
828,4
829,5
830,2
831,6
832,8
833,6
834,3
835,6
836,4
837,6
838,4
839,1
840,8
841,5
842,1
843,6
844,7
845,0
846,3
847,8
848,4
849,0
850,8
851,2
852,9
853,9
854,8
855,2
856,6
857,3
858,0
859,2
860,9
861,9
862,8
863,6
864,0
865,5
866,2
867,6
868,5
869,2
870,5
871,6
872,0
873,8
874,8
875,2
876,9
877,8
878,8
879,7
880,1
881,9
882,1
883,5
884,1
885,3
886,4
887,8
888,0
889,4
890,7
891,9
892,3
893,8
894,7
895,8
896,1
897,8
898,4
899,4
900,0
901,5
902,0
903,0
904,9
905,6
906,8
907,0
908,4
909,9
910,8
911,4
912,4
913,8
914,5
915,5
916,1
917,7
918,0
919,9
920,3
921,1
922,3
923,7
924,6
925,8
926,4
927,8
928,3
929,1
930,5
931,3
932,3
933,0
934,7
935,8
936,8
937,6
938,3
939,5
940,2
941,3
942,3
943,4
944,5
945,1
946,6
947,1
948,0
949,1
950,0
951,2
952,6
953,9
954,8
955,7
956,3
957,0
958,6
959,2
960,1
961,8
962,7
963,8
964,2
965,0
966,8
967,4
968,1
969,0
970,9
971,2
972,7
973,2
974,9
975,7
976,6
977,0
978,8
979,4
980,8
981,6
982,0
983,4
984,7
985,3
986,8
987,3
988,8
989,2
990,3
991,0
992,0
993,8
994,1
995,4
996,5
997,6
998,5
999,2
1000,8
1001,7
1002,9
1003,4
1004,3
1005,6
1006,3
1007,7
1008,0
1009,4
1010,2
1011,4
1012,8
1013,8
1014,3
1015,3
1016,4
1017,9
1018,5
1019,0
1020,0
1021,9
1022,9
1023,5
1024,9
1025,9
1026,4
1027,0
1028,8
1029,1
1030,7
1031,2
1032,5
1033,8
1034,6
1035,3
1036,4
1037,9
1038,9
1039,3
1040,7
1041,3
1042,0
1043,1
1044,2
1045,1
1046,9
1047,1
1048,3
1049,3
1050,6
1051,4
1052,2
1053,3
1054,9
1055,5
1056,9
1057,4
1058,8
1059,4
1060,4
1061,5
1062,4
1063,6
1064,2
1065,3
1066,4
1067,0
1068,4
1069,1
1070,3
1071,6
1072,4
1073,2
1074,2
1075,6
1076,6
1077,7
1078,7
1079,5
1080,6
1081,2
1082,0
1083,2
1084,9
1085,3
1086,9
1087,1
1088,3
1089,8
1090,3
1091,7
1092,6
1093,6
1094,5
1095,8
1096,7
1097,7
1098,4
1099,5
1100,8
1101,1
1102,4
1103,4
1104,0
1105,6
1106,9
1107,9
1108,4
1109,9
1110,2
1111,7
1112,6
1113,5
1114,7
1115,4
1116,1
1117,9
1118,0
1119,6
1120,6
1121,1
1122,3
1123,3
1124,1
1125,3
1126,9
1127,3
1128,7
1129,3
1130,7
1131,2
1132,7
1133,0
1134,8
1135,2
1136,7
1137,1
1138,7
1139,0
1140,3
1141,6
1142,0
1143,7
1144,8
1145,6
1146,4
1147,6
1148,0
1149,5
1150,5
1151,6
1152,5
1153,5
1154,2
1155,7
1156,1
1157,4
1158,5
1159,4
1160,4
1161,9
1162,4
1163,4
1164,9
1165,3
1166,9
1167,4
1168,8
1169,2
1170,8
1171,4
1172,6
1173,2
1174,1
1175,1
1176,9
1177,8
1178,8
1179,9
1180,8
1181,7
1182,1
1183,1
1184,2
1185,9
1186,6
1187,5
1188,5
1189,1
1190,2
1191,6
1192,4
1193,4
1194,5
1195,1
1196,9
1197,4
1198,0
1199,0
1200,2
1201,1
1202,9
1203,9
1204,4
1205,9
1206,9
1207,2
1208,3
1209,0
1210,1
1211,9
1212,7
1213,7
1214,0
1215,6
1216,7
1217,5
1218,4
1219,2
1220,5
1221,3
1222,3
1223,1
1224,1
1225,7
1226,7
1227,9
1228,0
1229,4
1230,3
1231,3
1232,9
1233,2
1234,4
1235,8
1236,8
1237,9
1238,8
1239,0
1240,3
1241,0
1242,0
1243,5
1244,1
1245,1
1246,5
1247,8
1248,5
1249,8
1250,8
1251,2
1252,7
1253,7
1254,1
1255,9
1256,6
1257,6
1258,3
1259,4
1260,6
1261,0
1262,3
1263,5
1264,8
1265,9
1266,1
1267,0
1268,9
1269,6
1270,7
1271,5
1272,1
1273,4
1274,9
1275,6
1276,0
1277,3
1278,2
1279,6
1280,9
1281,1
1282,7
1283,7
1284,9
1285,6
1286,6
1287,0
1288,9
1289,4
1290,1
1291,3
1292,6
1293,5
1294,0
1295,7
1296,5
1297,8
1298,7
1299,9
1300,9
1301,5
1302,2
1303,7
1304,6
1305,2
1306,7
1307,7
1308,7
1309,6
1310,7
1311,3
1312,9
1313,2
1314,7
1315,1
1316,0
1317,7
1318,7
1319,2
1320,6
1321,3
1322,8
1323,7
1324,1
1325,4
1326,4
1327,9
1328,3
1329,8
1330,1
1331,4
1332,6
1333,7
1334,0
1335,8
1336,6
1337,9
1338,8
1339,9
1340,3
1341,5
1342,0
1343,3
1344,3
1345,6
1346,7
1347,4
1348,2
1349,1
1350,2
1351,0
1352,1
1353,0
1354,4
1355,6
1356,9
1357,9
1358,2
1359,0
1360,7
1361,2
1362,7
1363,0
1364,0
1365,2
1366,2
1367,9
1368,7
1369,8
1370,1
1371,1
1372,4
1373,6
1374,7
1375,9
1376,9
1377,7
1378,1
1379,4
1380,9
1381,5
1382,6
1383,9
1384,0
1385,3
1386,1
1387,6
1388,7
1389,8
1390,7
1391,4
1392,8
1393,1
1394,7
1395,8
1396,2
1397,6
1398,6
1399,4
1400,1
1401,9
1402,1
1403,8
1404,3
1405,1
1406,7
1407,8
1408,1
1409,1
1410,1
1411,2
1412,9
1413,9
1414,4
1415,6
1416,3
1417,6
1418,7
1419,1
1420,3
1421,0
1422,5
1423,6
1424,1
1425,3
1426,1
1427,4
1428,9
1429,2
1430,9
1431,0
1432,1
1433,4
1434,1
1435,1
1436,3
1437,9
1438,7
1439,8
1440,1
1441,0
1442,2
1443,2
1444,5
1445,9
1446,7
1447,0
1448,9
1449,2
1450,3
1451,7
1452,8
1453,7
1454,4
1455,6
1456,5
1457,1
1458,4
1459,2
1460,2
1461,9
1462,4
1463,1
1464,8
1465,9
1466,6
1467,0
1468,5
1469,0
1470,3
1471,6
1472,2
1473,4
1474,0
1475,5
1476,9
1477,2
1478,8
1479,2
1480,5
1481,2
1482,5
1483,6
1484,8
1485,0
1486,8
1487,0
1488,8
1489,4
1490,7
1491,2
1492,3
1493,8
1494,8
1495,5
1496,1
1497,4
1498,5
1499,2
1500,0
1501,5
1502,4
1503,2
1504,4
1505,4
1506,1
1507,6
1508,7
1509,6
1510,5
1511,4
1512,0
1513,2
1514,7
1515,3
1516,4
1517,9
1518,8
1519,8
1520,2
1521,6
1522,2
1523,4
1524,2
1525,4
1526,2
1527,3
1528,4
1529,5
1530,3
1531,5
1532,5
1533,5
1534,6
1535,7
1536,8
1537,4
1538,6
1539,6
1540,1
1541,9
1542,7
1543,6
1544,8
1545,9
1546,7
1547,2
1548,8
1549,8
1550,8
1551,3
1552,2
1553,4
1554,5
1555,0
1556,8
1557,5
1558,4
1559,1
1560,8
1561,5
1562,4
1563,1
1564,9
1565,6
1566,8
1567,1
1568,3
1569,0
1570,2
1571,1
1572,1
1573,3
1574,5
1575,5
1576,3
1577,0
1578,2
1579,4
1580,9
1581,4
1582,7
1583,4
1584,2
1585,4
1586,3
1587,8
1588,9
1589,7
1590,2
1591,7
1592,2
1593,3
1594,7
1595,7
1596,2
1597,5
1598,1
1599,0
1600,0
1601,9
1602,8
1603,7
1604,5
1605,7
1606,2
1607,1
1608,5
1609,1
1610,0
1611,8
1612,2
1613,9
1614,2
1615,8
1616,0
1617,6
1618,6
1619,4
1620,2
1621,6
1622,4
1623,2
1624,6
1625,0
1626,2
1627,4
1628,0
1629,7
1630,1
1631,0
1632,8
1633,1
1634,8
1635,5
1636,7
1637,2
1638,3
1639,1
1640,6
1641,7
1642,6
1643,1
1644,9
1645,0
1646,2
1647,1
1648,5
1649,2
1650,9
1651,5
1652,7
1653,6
1654,0
1655,7
1656,6
1657,6
1658,0
1659,9
1660,5
1661,9
1662,0
1663,2
1664,1
1665,7
1666,1
1667,7
1668,6
1669,4
1670,5
1671,3
1672,3
1673,1
1674,8
1675,6
1676,8
1677,7
1678,7
1679,7
1680,2
1681,4
1682,8
1683,1
1684,4
1685,2
1686,2
1687,5
1688,9
1689,3
1690,9
1691,9
1692,1
1693,9
1694,3
1695,1
1696,9
1697,0
1698,4
1699,7
1700,9
1701,8
1702,3
1703,9
1704,6
1705,9
1706,5
1707,8
1708,9
1709,4
1710,9
1711,4
1712,1
1713,2
1714,1
1715,9
1716,1
1717,6
1718,7
1719,9
1720,4
1721,7
1722,7
1723,8
1724,2
1725,2
1726,2
1727,3
1728,0
1729,1
1730,5
1731,1
1732,4
1733,6
1734,3
1735,6
1736,6
1737,9
1738,7
1739,8
1740,5
1741,0
1742,2
1743,3
1744,5
1745,4
1746,3
1747,3
1748,4
1749,2
1750,6
1751,0
1752,5
1753,9
1754,9
1755,8
1756,5
1757,7
1758,1
1759,8
1760,4
1761,8
1762,6
1763,1
1764,7
1765,9
1766,0
1767,1
1768,1
1769,4
1770,8
1771,9
1772,3
1773,2
1774,9
1775,7
1776,9
1777,0
1778,0
1779,1
1780,1
1781,1
1782,0
1783,2
1784,3
1785,2
1786,2
1787,5
1788,6
1789,7
1790,9
1791,6
1792,0
1793,0
1794,4
1795,8
1796,5
1797,3
1798,3
1799,5
1800,1
1801,7
1802,0
1803,8
1804,6
1805,8
1806,0
1807,4
1808,6
1809,4
1810,9
1811,7
1812,9
1813,5
1814,9
1815,8
1816,9
1817,1
1818,7
1819,0
1820,6
1821,6
1822,6
1823,6
1824,9
1825,1
1826,2
1827,0
1828,4
1829,9
1830,1
1831,2
1832,7
1833,7
1834,0
1835,5
1836,3
1837,6
1838,9
1839,2
1840,7
1841,1
1842,2
1843,3
1844,4
1845,4
1846,7
1847,6
1848,9
1849,7
1850,1
1851,7
1852,2
1853,6
1854,5
1855,8
1856,6
1857,5
1858,3
1859,8
1860,7
1861,7
1862,0
1863,5
1864,6
1865,6
1866,9
1867,1
1868,3
1869,0
1870,7
1871,9
1872,1
1873,8
1874,6
1875,1
1876,5
1877,2
1878,4
1879,8
1880,8
1881,8
1882,5
1883,4
1884,8
1885,1
1886,2
1887,1
1888,3
1889,6
1890,6
1891,8
1892,9
1893,0
1894,5
1895,4
1896,4
1897,0
1898,7
1899,2
1900,5
1901,9
1902,0
1903,2
1904,2
1905,6
1906,7
1907,6
1908,1
1909,2
1910,0
1911,7
1912,5
1913,0
1914,6
1915,9
1916,0
1917,3
1918,9
1919,4
1920,4
1921,4
1922,6
1923,4
1924,7
1925,5
1926,5
1927,2
1928,9
1929,5
1930,8
1931,3
1932,4
1933,4
1934,2
1935,6
1936,0
1937,0
1938,7
1939,0
1940,9
1941,7
1942,5
1943,7
1944,8
1945,3
1946,3
1947,6
1948,0
1949,1
1950,0
1951,0
1952,2
1953,1
1954,2
1955,3
1956,0
1957,7
1958,7
1959,8
1960,4
1961,8
1962,1
1963,0
1964,4
1965,9
1966,1
1967,8
1968,2
1969,9
1970,9
1971,4
1972,3
1973,8
1974,5
1975,6
1976,1
1977,2
1978,3
1979,9
1980,0
1981,2
1982,9
1983,3
1984,1
1985,7
1986,3
1987,3
1988,5
1989,2
1990,9
1991,2
1992,8
1993,0
1994,8
1995,0
1996,6
1997,4
1998,3
1999,7
2000,8
2001,0
2002,0
2003,2
2004,2
2005,6
2006,6
2007,7
2008,5
2009,7
2010,3
2011,2
2012,6
2013,3
2014,2
2015,5
2016,5
2017,1
2018,5
2019,4
2020,4
2021,2
2022,2
2023,1
2024,4
2025,2
2026,1
2027,2
2028,8
2029,6
2030,6
2031,7
2032,5
2033,8
2034,8
2035,8
2036,1
2037,3
2038,7
2039,7
2040,3
2041,5
2042,0
2043,3
2044,9
2045,1
2046,4
2047,6
2048,9
2049,3
2050,8
2051,5
2052,3
2053,0
2054,0
2055,0
2056,1
2057,0
2058,4
2059,0
2060,1
2061,5
2062,3
2063,1
2064,0
2065,3
2066,8
2067,1
2068,8
2069,0
2070,4
2071,8
2072,6
2073,5
2074,3
2075,2
2076,6
2077,3
2078,8
2079,2
2080,8
2081,0
2082,6
2083,6
2084,6
2085,1
2086,1
2087,9
2088,3
2089,9
2090,8
2091,1
2092,3
2093,3
2094,6
2095,0
2096,1
2097,5
2098,4
2099,7
2100,2
2101,8
2102,0
2103,2
2104,3
2105,5
2106,9
2107,1
2108,9
2109,2
2110,0
2111,7
2112,4
2113,8
2114,8
2115,0
2116,1
2117,9
2118,1
2119,2
2120,8
2121,4
2122,0
2123,9
2124,2
2125,0
2126,5
2127,6
2128,0
2129,0
2130,0
2131,3
2132,3
2133,4
2134,7
2135,9
2136,1
2137,2
2138,6
2139,9
2140,7
2141,9
2142,8
2143,0
2144,5
2145,7
2146,4
2147,5
2148,1
2149,3
2150,5
2151,8
2152,7
2153,2
2154,4
2155,4
2156,2
2157,9
2158,7
2159,4
2160,1
2161,1
2162,0
2163,3
2164,6
2165,1
2166,8
2167,5
2168,4
2169,8
2170,6
2171,8
2172,2
2173,9
2174,4
2175,1
2176,8
2177,5
2178,0
2179,1
2180,2
2181,9
2182,1
2183,9
2184,4
2185,0
2186,2
2187,5
2188,9
2189,9
2190,0
2191,4
2192,2
2193,5
2194,4
2195,3
2196,7
2197,2
2198,9
2199,0
2200,4
2201,0
2202,7
2203,1
2204,6
2205,4
2206,4
2207,6
2208,0
2209,6
2210,1
2211,2
2212,2
2213,3
2214,7
2215,4
2216,6
2217,3
2218,9
2219,0
2220,8
2221,2
2222,7
2223,9
2224,7
2225,7
2226,6
2227,6
2228,1
2229,8
2230,6
2231,7
2232,3
2233,1
2234,7
2235,8
2236,3
2237,0
2238,8
2239,7
2240,9
2241,1
2242,3
2243,9
2244,7
2245,1
2246,7
2247,0
2248,8
2249,7
2250,0
2251,7
2252,3
2253,5
2254,0
2255,6
2256,1
2257,6
2258,9
2259,3
2260,2
2261,4
2262,8
2263,9
2264,9
2265,0
2266,2
2267,9
2268,4
2269,5
2270,2
2271,7
2272,1
2273,1
2274,5
2275,7
2276,4
2277,3
2278,0
2279,7
2280,5
2281,4
2282,4
2283,3
2284,1
2285,4
2286,2
2287,3
2288,6
2289,7
2290,5
2291,7
2292,4
2293,2
2294,1
2295,5
2296,5
2297,2
2298,8
2299,4
2300,3
2301,5
2302,4
2303,7
2304,9
2305,0
2306,6
2307,1
2308,2
2309,2
2310,1
2311,2
2312,1
2313,5
2314,6
2315,1
2316,4
2317,7
2318,3
2319,8
2320,5
2321,1
2322,6
2323,8
2324,2
2325,8
2326,7
2327,9
2328,9
2329,3
2330,2
2331,0
2332,6
2333,4
2334,9
2335,3
2336,7
2337,3
2338,9
2339,1
2340,9
2341,3
2342,2
2343,2
2344,3
2345,4
2346,8
2347,5
2348,8
2349,6
2350,9
2351,5
2352,6
2353,2
2354,3
2355,9
2356,8
2357,1
2358,2
2359,3
2360,0
2361,2
2362,8
2363,6
2364,0
2365,8
2366,0
2367,6
2368,8
2369,8
2370,4
2371,6
2372,6
2373,3
2374,0
2375,0
2376,1
2377,1
2378,9
2379,2
2380,0
2381,0
2382,0
2383,3
2384,0
2385,4
2386,5
2387,9
2388,8
2389,5
2390,6
2391,5
2392,2
2393,8
2394,5
2395,3
2396,2
2397,0
2398,9
2399,3
2400,3
2401,0
2402,4
2403,8
2404,8
2405,0
2406,0
2407,2
2408,1
2409,3
2410,1
2411,6
2412,0
2413,1
2414,0
2415,0
2416,6
2417,8
2418,0
2419,5
2420,1
2421,7
2422,3
2423,0
2424,7
2425,8
2426,6
2427,0
2428,1
2429,5
2430,2
2431,0
2432,3
2433,2
2434,9
2435,4
2436,1
2437,3
2438,1
2439,9
2440,2
2441,6
2442,7
2443,7
2444,4
2445,7
2446,6
2447,4
2448,6
2449,2
2450,4
2451,6
2452,0
2453,7
2454,0
2455,8
2456,4
2457,0
2458,1
2459,2
2460,3
2461,1
2462,4
2463,9
2464,8
2465,8
2466,2
2467,7
2468,1
2469,8
2470,0
2471,0
2472,1
2473,2
2474,7
2475,1
2476,0
2477,7
2478,2
2479,6
2480,1
2481,9
2482,4
2483,2
2484,7
2485,3
2486,6
2487,6
2488,3
2489,6
2490,3
2491,0
2492,7
2493,1
2494,0
2495,9
2496,0
2497,1
2498,0
2499,6
2500,3
2501,0
2502,0
2503,0
2504,7
2505,7
2506,7
2507,9
2508,5
2509,7
2510,7
2511,7
2512,1
2513,0
2514,2
2515,5
2516,2
2517,5
2518,7
2519,7
2520,9
2521,0
2522,8
2523,3
2524,9
2525,9
2526,4
2527,5
2528,1
2529,8
2530,6
2531,3
2532,0
2533,0
2534,6
2535,1
2536,7
2537,8
2538,7
2539,8
2540,8
2541,7
2542,7
2543,3
2544,4
2545,9
2546,3
2547,1
2548,9
2549,7
2550,7
2551,4
2552,1
2553,6
2554,3
2555,1
2556,7
2557,2
2558,4
2559,1
2560,3
2561,5
2562,0
2563,8
2564,2
2565,5
2566,1
2567,8
2568,6
2569,2
2570,3
2571,6
2572,9
2573,7
2574,1
2575,6
2576,7
2577,3
2578,5
2579,4
2580,6
2581,6
2582,1
2583,5
2584,0
2585,9
2586,8
2587,9
2588,0
2589,4
2590,8
2591,9
2592,2
2593,8
2594,5
2595,8
2596,5
2597,3
2598,7
2599,2
2600,7
2601,5
2602,4
2603,1
2604,9
2605,9
2606,9
2607,4
2608,8
2609,9
2610,5
2611,1
2612,4
2613,9
2614,2
2615,1
2616,3
2617,7
2618,9
2619,3
2620,3
2621,7
2622,0
2623,4
2624,8
2625,4
2626,4
2627,9
2628,8
2629,6
2630,7
2631,7
2632,6
2633,9
2634,6
2635,5
2636,5
2637,7
2638,7
2639,7
2640,7
2641,3
2642,1
2643,2
2644,5
2645,0
2646,8
2647,6
2648,8
2649,3
2650,4
2651,7
2652,4
2653,4
2654,1
2655,6
2656,6
2657,0
2658,6
2659,7
2660,3
2661,0
2662,7
2663,3
2664,0
2665,2
2666,2
2667,3
2668,3
2669,3
2670,7
2671,9
2672,7
2673,2
2674,2
2675,1
2676,9
2677,9
2678,6
2679,7
2680,7
2681,9
2682,0
2683,0
2684,1
2685,0
2686,0
2687,4
2688,3
2689,8
2690,6
2691,3
2692,5
2693,0
2694,1
2695,0
2696,2
2697,4
2698,4
2699,3
2700,0
2701,0
2702,4
2703,4
2704,9
2705,1
2706,6
2707,0
2708,0
2709,6
2710,5
2711,9
2712,5
2713,2
2714,3
2715,5
2716,5
2717,5
2718,3
2719,5
2720,8
2721,8
2722,8
2723,6
2724,6
2725,8
2726,0
2727,0
2728,4
2729,9
2730,7
2731,0
2732,2
2733,5
2734,2
2735,3
2736,1
2737,0
2738,2
2739,7
2740,9
2741,6
2742,3
2743,3
2744,8
2745,0
2746,2
2747,9
2748,0
2749,2
2750,7
2751,1
2752,7
2753,1
2754,6
2755,9
2756,4
2757,4
2758,9
2759,9
2760,9
2761,0
2762,1
2763,6
2764,8
2765,3
2766,5
2767,3
2768,9
2769,6
2770,9
2771,0
2772,4
2773,2
2774,7
2775,1
2776,6
2777,2
2778,9
2779,5
2780,4
2781,9
2782,4
2783,7
2784,6
2785,6
2786,7
2787,8
2788,8
2789,2
2790,2
2791,8
2792,6
2793,8
2794,3
2795,4
2796,0
2797,6
2798,8
2799,1
2800,5
2801,3
2802,0
2803,4
2804,2
2805,3
2806,3
2807,5
2808,9
2809,4
2810,1
2811,9
2812,6
2813,1
2814,2
2815,1
2816,7
2817,3
2818,1
2819,2
2820,2
2821,7
2822,2
2823,3
2824,0
2825,9
2826,6
2827,0
2828,9
2829,0
2830,4
2831,0
2832,1
2833,9
2834,1
2835,1
2836,9
2837,4
2838,5
2839,8
2840,2
2841,6
2842,1
2843,0
2844,6
2845,2
2846,9
2847,3
2848,0
2849,3
2850,9
2851,7
2852,6
2853,1
2854,2
2855,2
2856,1
2857,9
2858,6
2859,1
2860,3
2861,6
2862,2
2863,8
2864,9
2865,5
2866,9
2867,9
2868,7
2869,6
2870,2
2871,7
2872,1
2873,5
2874,1
2875,6
2876,4
2877,1
2878,4
2879,3
2880,3
2881,8
2882,2
2883,3
2884,1
2885,7
2886,6
2887,1
2888,7
2889,2
2890,3
2891,1
2892,0
2893,6
2894,1
2895,9
2896,8
2897,2
2898,8
2899,7
2900,8
2901,0
2902,4
2903,9
2904,5
2905,6
2906,0
2907,7
2908,6
2909,4
2910,7
2911,5
2912,2
2913,6
2914,0
2915,1
2916,8
2917,2
2918,9
2919,5
2920,7
2921,9
2922,2
2923,1
2924,6
2925,1
2926,5
2927,5
2928,0
2929,1
2930,2
2931,8
2932,2
2933,2
2934,1
2935,5
2936,7
2937,0
2938,3
2939,8
2940,5
2941,6
2942,1
2943,6
2944,7
2945,2
2946,4
2947,1
2948,7
2949,5
2950,4
2951,6
2952,1
2953,0
2954,1
2955,8
2956,0
2957,5
2958,8
2959,0
2960,4
2961,4
2962,6
2963,8
2964,6
2965,8
2966,8
2967,9
2968,4
2969,9
2970,7
2971,0
2972,6
2973,9
2974,7
2975,3
2976,1
2977,5
2978,4
2979,2
2980,1
2981,5
2982,2
2983,1
2984,7
2985,4
2986,3
2987,4
2988,6
2989,9
2990,6
2991,7
2992,4
2993,3
2994,4
2995,7
2996,7
